,X.1,OBJECTID,Field1,X,Lat,Long,ch4,Date,day,month,year
25095,25109,25109,3612285,264364,-19.5259552,-55.06958389,1753.235006,6/13/2015,13,6,2015
25096,25110,25110,3612286,264365,-19.52171516,-55.07114029,1768.033377,6/13/2015,13,6,2015
25097,25111,25111,3612287,264366,-22.06160164,-55.69231033,1782.959677,6/13/2015,13,6,2015
25098,25112,25112,3612288,264367,-22.0598774,-55.69253159,1773.489127,6/13/2015,13,6,2015
25099,25113,25113,3612289,264368,-22.0561676,-55.69250488,1786.819359,6/13/2015,13,6,2015
25100,25114,25114,3612290,264369,-22.46685219,-53.12971115,1772.672539,6/13/2015,13,6,2015
25101,25115,25115,3612291,264370,-22.46251297,-53.12944412,1765.381432,6/13/2015,13,6,2015
25102,25116,25116,3612292,264371,-22.45676613,-53.129879,1763.203485,6/13/2015,13,6,2015
25134,25148,25148,3617442,269521,-17.56462097,-54.58652878,1768.671276,6/16/2015,16,6,2015
25166,25180,25180,3618820,270899,-19.66246223,-58.04935837,1757.026151,6/17/2015,17,6,2015
25186,25200,25200,3622468,274547,-22.05992889,-55.69337082,1749.772134,6/19/2015,19,6,2015
25187,25201,25201,3622469,274548,-22.05832672,-55.69366455,1727.831857,6/19/2015,19,6,2015
25188,25202,25202,3622470,274549,-22.0540905,-55.69351578,1741.202127,6/19/2015,19,6,2015
25258,25272,25272,3627962,280041,-17.56413651,-54.5869751,1757.54976,6/22/2015,22,6,2015
25259,25273,25273,3627963,280042,-18.39770699,-54.79269409,1754.598253,6/22/2015,22,6,2015
25263,25277,25277,3627967,280046,-19.22711945,-54.99436188,1762.72411,6/22/2015,22,6,2015
25264,25278,25278,3627968,280047,-20.07254028,-55.20360184,1766.216572,6/22/2015,22,6,2015
25265,25279,25279,3627969,280048,-20.48278427,-52.67198181,1750.1751,6/22/2015,22,6,2015
25268,25282,25282,3627972,280051,-21.32330513,-52.86517334,1761.901633,6/22/2015,22,6,2015
25269,25283,25283,3627973,280052,-21.76145554,-55.61713028,1748.711357,6/22/2015,22,6,2015
25270,25284,25284,3627974,280053,-22.16370964,-53.06019211,1759.541588,6/22/2015,22,6,2015
25289,25303,25303,3628900,280979,-19.66275215,-58.04962158,1766.667422,6/23/2015,23,6,2015
25310,25324,25324,3630803,282882,-19.52730179,-55.06765747,1757.15367,6/25/2015,25,6,2015
25311,25325,25325,3630804,282883,-19.52201843,-55.06835938,1756.441787,6/25/2015,25,6,2015
25312,25326,25326,3630805,282884,-19.51922035,-55.07017899,1761.55925,6/25/2015,25,6,2015
25313,25327,25327,3630806,282885,-22.05766106,-55.69105911,1746.957474,6/25/2015,25,6,2015
25314,25328,25328,3630807,282886,-22.05761528,-55.69169235,1751.675523,6/25/2015,25,6,2015
25315,25329,25329,3630808,282887,-22.05352783,-55.69159698,1738.743547,6/25/2015,25,6,2015
25316,25330,25330,3630809,282888,-22.46265602,-53.12828827,1747.315355,6/25/2015,25,6,2015
25317,25331,25331,3630810,282889,-22.458004,-53.12804413,1752.718951,6/25/2015,25,6,2015
25318,25332,25332,3630811,282890,-22.45479965,-53.12906265,1726.17467,6/25/2015,25,6,2015
25372,25386,25386,3636204,288283,-18.39731407,-54.79267502,1756.771318,6/28/2015,28,6,2015
25374,25388,25388,3636206,288285,-19.64423943,-52.47839737,1756.067889,6/28/2015,28,6,2015
25375,25389,25389,3636207,288286,-20.48361206,-52.67227554,1750.606494,6/28/2015,28,6,2015
25378,25392,25392,3636210,288289,-21.32321167,-52.86528015,1752.520162,6/28/2015,28,6,2015
25379,25393,25393,3636211,288290,-22.16513062,-53.06058502,1757.570974,6/28/2015,28,6,2015
25404,25418,25418,3641538,293617,-19.94539642,-52.54849243,1762.42197,7/1/2015,1,7,2015
25405,25419,25419,3641539,293618,-19.93828773,-52.54850006,1764.297978,7/1/2015,1,7,2015
25406,25420,25420,3641540,293619,-19.9341526,-52.54919052,1748.566197,7/1/2015,1,7,2015
25464,25478,25478,3655592,307671,-17.56499863,-54.58535385,1755.491704,7/10/2015,10,7,2015
25468,25482,25482,3655596,307675,-19.64429092,-52.4765625,1744.253669,7/10/2015,10,7,2015
25471,25485,25485,3655599,307678,-21.32287025,-52.86356354,1756.548562,7/10/2015,10,7,2015
25481,25495,25495,3657146,309225,-19.66400909,-58.04877853,1757.570601,7/11/2015,11,7,2015
25499,25513,25513,3661125,313204,-19.52075577,-55.06659698,1763.864862,7/13/2015,13,7,2015
25500,25514,25514,3661126,313205,-19.51729393,-55.0675621,1758.117944,7/13/2015,13,7,2015
25501,25515,25515,3661127,313206,-19.51233101,-55.06889725,1754.161432,7/13/2015,13,7,2015
25502,25516,25516,3661128,313207,-22.05307388,-55.69032669,1743.449794,7/13/2015,13,7,2015
25503,25517,25517,3661129,313208,-22.04987144,-55.69029236,1747.861446,7/13/2015,13,7,2015
25504,25518,25518,3661130,313209,-22.04756165,-55.6905632,1755.084988,7/13/2015,13,7,2015
25523,25537,25537,3666705,318784,-18.39604187,-54.79170609,1765.164557,7/16/2015,16,7,2015
25556,25570,25570,3669666,321745,-19.93830299,-52.54625702,1748.958184,7/19/2015,19,7,2015
25557,25571,25571,3669667,321746,-19.93429184,-52.54700089,1744.208338,7/19/2015,19,7,2015
25558,25572,25572,3669668,321747,-19.92877007,-52.54743195,1747.583124,7/19/2015,19,7,2015
25559,25573,25573,3669669,321748,-19.51910591,-55.06771088,1749.464381,7/19/2015,19,7,2015
25560,25574,25574,3669670,321749,-19.51538277,-55.06866074,1749.520198,7/19/2015,19,7,2015
25561,25575,25575,3669671,321750,-19.51107597,-55.0701828,1743.280239,7/19/2015,19,7,2015
25562,25576,25576,3669672,321751,-22.04997063,-55.69119263,1744.66467,7/19/2015,19,7,2015
25563,25577,25577,3669673,321752,-22.04938126,-55.6917038,1751.89639,7/19/2015,19,7,2015
25564,25578,25578,3669674,321753,-22.04548645,-55.69162369,1757.620908,7/19/2015,19,7,2015
25565,25579,25579,3669675,321754,-22.45603943,-53.12923431,1750.154875,7/19/2015,19,7,2015
25566,25580,25580,3669676,321755,-22.45222664,-53.12915039,1752.86682,7/19/2015,19,7,2015
25567,25581,25581,3669677,321756,-22.44640541,-53.12956238,1747.050567,7/19/2015,19,7,2015
25615,25629,25629,3675028,327107,-17.56395149,-54.58615875,1758.503718,7/22/2015,22,7,2015
25616,25630,25630,3675029,327108,-18.39788628,-54.79193497,1769.802089,7/22/2015,22,7,2015
25618,25632,25632,3675031,327110,-19.64503098,-52.47770309,1750.765652,7/22/2015,22,7,2015
25619,25633,25633,3675032,327111,-19.22708511,-54.99367523,1752.639706,7/22/2015,22,7,2015
25620,25634,25634,3675033,327112,-20.07251549,-55.20284271,1754.143399,7/22/2015,22,7,2015
25621,25635,25635,3675034,327113,-20.48252487,-52.67125702,1755.287473,7/22/2015,22,7,2015
25624,25638,25638,3675037,327116,-20.91625786,-55.40624619,1761.051238,7/22/2015,22,7,2015
25681,25695,25695,3680139,332218,-19.65705872,-52.4790802,1768.089141,7/25/2015,25,7,2015
25682,25696,25696,3680140,332219,-19.65287399,-52.47973633,1769.857849,7/25/2015,25,7,2015
25683,25697,25697,3680141,332220,-19.64799309,-52.48032379,1764.986909,7/25/2015,25,7,2015
25684,25698,25698,3680142,332221,-21.77083015,-55.61705399,1755.166749,7/25/2015,25,7,2015
25685,25699,25699,3680143,332222,-21.76921463,-55.61737442,1750.224275,7/25/2015,25,7,2015
25686,25700,25700,3680144,332223,-21.7652607,-55.61722183,1751.618471,7/25/2015,25,7,2015
25687,25701,25701,3680145,332224,-22.17788506,-53.06117249,1740.890719,7/25/2015,25,7,2015
25688,25702,25702,3680146,332225,-22.17060471,-53.0602684,1748.625492,7/25/2015,25,7,2015
25689,25703,25703,3680147,332226,-22.16570091,-53.06088257,1753.256138,7/25/2015,25,7,2015
25747,25761,25761,3685303,337382,-19.37854958,-52.41606903,1741.83997,7/28/2015,28,7,2015
25748,25762,25762,3685304,337383,-19.37133789,-52.41603851,1742.534581,7/28/2015,28,7,2015
25749,25763,25763,3685305,337384,-19.36639404,-52.41661453,1751.221868,7/28/2015,28,7,2015
25750,25764,25764,3685306,337385,-18.95997047,-54.927845,1743.344214,7/28/2015,28,7,2015
25751,25765,25765,3685307,337386,-18.95737648,-54.92913437,1743.34632,7/28/2015,28,7,2015
25752,25766,25766,3685308,337387,-18.94968414,-54.92978668,1755.800819,7/28/2015,28,7,2015
25753,25767,25767,3685309,337388,-21.49188232,-55.5470047,1744.327583,7/28/2015,28,7,2015
25754,25768,25768,3685310,337389,-21.48986244,-55.54719925,1739.602029,7/28/2015,28,7,2015
25755,25769,25769,3685311,337390,-21.48654175,-55.5473175,1756.370736,7/28/2015,28,7,2015
25781,25795,25795,3686160,338239,-19.66274452,-58.04677582,1757.808189,7/29/2015,29,7,2015
25871,25885,25885,3693172,345251,-17.56405258,-54.58287048,1736.073557,8/3/2015,3,8,2015
25872,25886,25886,3693173,345252,-18.39821434,-54.78882217,1738.738628,8/3/2015,3,8,2015
25876,25890,25890,3693177,345256,-19.64567757,-52.47492218,1746.903913,8/3/2015,3,8,2015
25877,25891,25891,3693178,345257,-19.22848129,-54.99062729,1748.473036,8/3/2015,3,8,2015
25878,25892,25892,3693179,345258,-20.07343102,-55.19986725,1738.330122,8/3/2015,3,8,2015
25879,25893,25893,3693180,345259,-20.48483086,-52.66848755,1741.042068,8/3/2015,3,8,2015
25882,25896,25896,3693183,345262,-21.32442665,-52.86136627,1741.074754,8/3/2015,3,8,2015
25883,25897,25897,3693184,345263,-20.91786766,-55.40355682,1742.40767,8/3/2015,3,8,2015
25884,25898,25898,3693185,345264,-22.16280937,-53.05611801,1742.149767,8/3/2015,3,8,2015
25931,25945,25945,3698846,350925,-19.9374752,-52.54091263,1743.275616,8/6/2015,6,8,2015
25932,25946,25946,3698847,350926,-19.93271446,-52.54144287,1747.719006,8/6/2015,6,8,2015
25933,25947,25947,3698848,350927,-19.92772865,-52.5419693,1744.241865,8/6/2015,6,8,2015
25934,25948,25948,3698849,350928,-19.51908302,-55.06176758,1741.776686,8/6/2015,6,8,2015
25935,25949,25949,3698850,350929,-19.51503944,-55.0626564,1745.776717,8/6/2015,6,8,2015
25936,25950,25950,3698851,350930,-19.51031494,-55.06400299,1755.109512,8/6/2015,6,8,2015
25937,25951,25951,3698852,350931,-22.0501976,-55.68531799,1752.567917,8/6/2015,6,8,2015
25938,25952,25952,3698853,350932,-22.04837227,-55.6855278,1739.260453,8/6/2015,6,8,2015
25939,25953,25953,3698854,350933,-22.04464531,-55.68547821,1748.989365,8/6/2015,6,8,2015
25940,25954,25954,3698855,350934,-22.45416069,-53.12372208,1742.702531,8/6/2015,6,8,2015
25941,25955,25955,3698856,350935,-22.45158195,-53.12379074,1743.251268,8/6/2015,6,8,2015
25942,25956,25956,3698857,350936,-22.44514275,-53.12400055,1733.147784,8/6/2015,6,8,2015
25984,25998,25998,3704508,356587,-17.56491661,-54.58288956,1746.430582,8/9/2015,9,8,2015
25985,25999,25999,3704509,356588,-18.39704514,-54.78830338,1752.717723,8/9/2015,9,8,2015
25989,26003,26003,3704513,356592,-19.64435005,-52.47426605,1752.804639,8/9/2015,9,8,2015
25990,26004,26004,3704514,356593,-19.22702217,-54.99010468,1733.914533,8/9/2015,9,8,2015
25991,26005,26005,3704515,356594,-20.07314301,-55.19955826,1742.812391,8/9/2015,9,8,2015
25992,26006,26006,3704516,356595,-20.48334122,-52.66797638,1751.574996,8/9/2015,9,8,2015
25995,26009,26009,3704519,356598,-21.32356262,-52.86102295,1735.891617,8/9/2015,9,8,2015
25996,26010,26010,3704520,356599,-20.91702461,-55.40313721,1748.53386,8/9/2015,9,8,2015
25997,26011,26011,3704521,356600,-21.76103973,-55.61273956,1753.274614,8/9/2015,9,8,2015
25998,26012,26012,3704522,356601,-22.16283607,-53.05568314,1736.301989,8/9/2015,9,8,2015
26065,26079,26079,3707349,359428,-19.37820053,-52.41503525,1745.842399,8/12/2015,12,8,2015
26066,26080,26080,3707350,359429,-19.37373924,-52.41568756,1743.345971,8/12/2015,12,8,2015
26067,26081,26081,3707351,359430,-19.36868477,-52.4161644,1742.094537,8/12/2015,12,8,2015
26068,26082,26082,3707352,359431,-18.96269608,-54.92713165,1753.311243,8/12/2015,12,8,2015
26069,26083,26083,3707353,359432,-18.95735741,-54.92769241,1754.483149,8/12/2015,12,8,2015
26070,26084,26084,3707354,359433,-18.95291138,-54.92909622,1746.087062,8/12/2015,12,8,2015
26071,26085,26085,3707355,359434,-21.49258995,-55.54578781,1750.125056,8/12/2015,12,8,2015
26072,26086,26086,3707356,359435,-21.49073219,-55.5459938,1753.467006,8/12/2015,12,8,2015
26073,26087,26087,3707357,359436,-21.48977852,-55.54673386,1750.419674,8/12/2015,12,8,2015
26118,26132,26132,3713094,365173,-17.56481171,-54.58274841,1745.528494,8/15/2015,15,8,2015
26119,26133,26133,3713095,365174,-18.39755821,-54.78828049,1752.032675,8/15/2015,15,8,2015
26123,26137,26137,3713099,365178,-20.48338699,-52.66801453,1760.96151,8/15/2015,15,8,2015
26126,26140,26140,3713102,365181,-21.32395363,-52.86118317,1757.152765,8/15/2015,15,8,2015
26127,26141,26141,3713103,365182,-21.76223946,-55.61306,1758.690882,8/15/2015,15,8,2015
26128,26142,26142,3713104,365183,-22.16352463,-53.05582047,1762.935787,8/15/2015,15,8,2015
26146,26160,26160,3715041,367120,-19.66298676,-58.04518509,1756.672429,8/16/2015,16,8,2015
26171,26185,26185,3719080,371159,-19.93935204,-52.54163361,1752.968982,8/18/2015,18,8,2015
26172,26186,26186,3719081,371160,-19.93327904,-52.54190826,1757.83791,8/18/2015,18,8,2015
26173,26187,26187,3719082,371161,-19.92980576,-52.54280472,1758.036183,8/18/2015,18,8,2015
26174,26188,26188,3719083,371162,-19.52129745,-55.06229019,1761.521932,8/18/2015,18,8,2015
26175,26189,26189,3719084,371163,-19.51711845,-55.06321716,1765.068716,8/18/2015,18,8,2015
26176,26190,26190,3719085,371164,-19.5134182,-55.06482315,1758.069723,8/18/2015,18,8,2015
26195,26209,26209,3724657,376736,-17.56445694,-54.58237839,1759.445924,8/21/2015,21,8,2015
26196,26210,26210,3724658,376737,-18.39673424,-54.7878685,1759.638094,8/21/2015,21,8,2015
26200,26214,26214,3724662,376741,-19.64440536,-52.47397614,1755.060947,8/21/2015,21,8,2015
26201,26215,26215,3724663,376742,-19.22832489,-54.99006653,1766.313298,8/21/2015,21,8,2015
26202,26216,26216,3724664,376743,-20.07196808,-55.19897079,1762.765599,8/21/2015,21,8,2015
26203,26217,26217,3724665,376744,-20.48291779,-52.66752243,1759.045171,8/21/2015,21,8,2015
26206,26220,26220,3724668,376747,-21.32324028,-52.86074448,1759.07627,8/21/2015,21,8,2015
26207,26221,26221,3724669,376748,-20.9149437,-55.40218735,1752.797859,8/21/2015,21,8,2015
26208,26222,26222,3724670,376749,-21.7617569,-55.6126976,1747.245034,8/21/2015,21,8,2015
26209,26223,26223,3724671,376750,-22.16392517,-53.05562592,1744.817819,8/21/2015,21,8,2015
26242,26256,26256,3725670,377749,-19.66436195,-58.04572678,1764.557613,8/22/2015,22,8,2015
26268,26282,26282,3727562,379641,-19.94049454,-52.54337311,1763.955271,8/24/2015,24,8,2015
26269,26283,26283,3727563,379642,-19.93587875,-52.54390335,1763.243388,8/24/2015,24,8,2015
26270,26284,26284,3727564,379643,-19.93280983,-52.54486847,1758.814952,8/24/2015,24,8,2015
26271,26285,26285,3727565,379644,-19.52371597,-55.06437302,1775.465496,8/24/2015,24,8,2015
26272,26286,26286,3727566,379645,-19.52075577,-55.06547928,1775.312573,8/24/2015,24,8,2015
26273,26287,26287,3727567,379646,-19.51337624,-55.06624603,1793.438703,8/24/2015,24,8,2015
26330,26344,26344,3734661,386740,-19.68063354,-58.0605545,1764.867108,8/28/2015,28,8,2015
26370,26384,26384,3738385,390464,-19.38239479,-52.4166832,1754.084659,8/30/2015,30,8,2015
26371,26385,26385,3738386,390465,-19.37703323,-52.41702271,1751.583103,8/30/2015,30,8,2015
26372,26386,26386,3738387,390466,-19.37467003,-52.41824722,1752.629399,8/30/2015,30,8,2015
26373,26387,26387,3738388,390467,-18.96728516,-54.92882538,1752.274328,8/30/2015,30,8,2015
26374,26388,26388,3738389,390468,-18.96207428,-54.92950439,1752.257879,8/30/2015,30,8,2015
26375,26389,26389,3738390,390469,-18.9578228,-54.93096542,1749.662207,8/30/2015,30,8,2015
26376,26390,26390,3738391,390470,-21.49827766,-55.54801178,1747.550666,8/30/2015,30,8,2015
26377,26391,26391,3738392,390471,-21.49561119,-55.54796982,1763.138954,8/30/2015,30,8,2015
26378,26392,26392,3738393,390472,-21.49294853,-55.54829407,1745.675118,8/30/2015,30,8,2015
26379,26393,26393,3738394,390473,-21.90148354,-52.99714279,1749.903542,8/30/2015,30,8,2015
26380,26394,26394,3738395,390474,-21.89716339,-52.99681854,1743.547738,8/30/2015,30,8,2015
26381,26395,26395,3738396,390475,-21.89138222,-52.99722672,1749.961099,8/30/2015,30,8,2015
26447,26461,26461,3744294,396373,-17.54087639,-54.58129883,1745.713271,9/2/2015,2,9,2015
26448,26462,26462,3744295,396374,-18.37345886,-54.78640366,1753.508468,9/2/2015,2,9,2015
26452,26466,26466,3744299,396378,-19.6441021,-52.47651291,1745.605272,9/2/2015,2,9,2015
26453,26467,26467,3744300,396379,-19.20531082,-54.98896027,1749.481402,9/2/2015,2,9,2015
26454,26468,26468,3744301,396380,-20.04906464,-55.19753265,1748.878528,9/2/2015,2,9,2015
26455,26469,26469,3744302,396381,-20.48223686,-52.67008591,1749.170429,9/2/2015,2,9,2015
26458,26472,26472,3744305,396384,-21.32269478,-52.86346817,1743.731679,9/2/2015,2,9,2015
26459,26473,26473,3744306,396385,-20.89336967,-55.4014473,1743.338522,9/2/2015,2,9,2015
26460,26474,26474,3744307,396386,-21.740448,-55.61167526,1749.016287,9/2/2015,2,9,2015
26461,26475,26475,3744308,396387,-22.16344643,-53.05826187,1746.657676,9/2/2015,2,9,2015
26482,26496,26496,3745217,397296,-19.67942047,-58.06119537,1786.55884,9/3/2015,3,9,2015
26496,26510,26510,3747251,399330,-19.94250488,-52.54383087,1772.162303,9/5/2015,5,9,2015
26497,26511,26511,3747252,399331,-19.9400692,-52.54494858,1777.134135,9/5/2015,5,9,2015
26498,26512,26512,3747253,399332,-19.93686104,-52.54587936,1779.927257,9/5/2015,5,9,2015
26499,26513,26513,3747254,399333,-19.52750015,-55.06537628,1772.246624,9/5/2015,5,9,2015
26500,26514,26514,3747255,399334,-19.52302933,-55.0664444,1772.215771,9/5/2015,5,9,2015
26501,26515,26515,3747256,399335,-19.51854134,-55.06784058,1778.957746,9/5/2015,5,9,2015
26644,26661,26661,3766969,419048,-19.94694328,-52.54483414,1755.716947,9/17/2015,17,9,2015
26645,26662,26662,3766970,419049,-19.94226646,-52.5453949,1750.219176,9/17/2015,17,9,2015
26646,26663,26663,3766971,419050,-19.9375267,-52.54603577,1753.399993,9/17/2015,17,9,2015
26647,26664,26664,3766972,419051,-19.52739143,-55.06596756,1779.363891,9/17/2015,17,9,2015
26648,26665,26665,3766973,419052,-19.52595139,-55.06740952,1766.927521,9/17/2015,17,9,2015
26649,26666,26666,3766974,419053,-19.52056885,-55.06862259,1754.900452,9/17/2015,17,9,2015
26650,26667,26667,3766975,419054,-22.05954552,-55.69005585,1774.381929,9/17/2015,17,9,2015
26651,26668,26668,3766976,419055,-22.05644417,-55.68991089,1765.910524,9/17/2015,17,9,2015
26652,26669,26669,3766977,419056,-22.05388069,-55.69017029,1764.11307,9/17/2015,17,9,2015
26704,26721,26721,3773732,425811,-17.54190445,-54.58001328,1757.34906,9/20/2015,20,9,2015
26708,26725,26725,3773736,425815,-19.64394379,-52.47502899,1763.856874,9/20/2015,20,9,2015
26709,26726,26726,3773737,425816,-19.20472717,-54.98738861,1754.035006,9/20/2015,20,9,2015
26710,26727,26727,3773738,425817,-20.48264503,-52.66872025,1754.308597,9/20/2015,20,9,2015
26712,26729,26729,3773740,425819,-21.32275772,-52.86194229,1761.51984,9/20/2015,20,9,2015
26713,26730,26730,3773741,425820,-20.8957386,-55.40036011,1757.141698,9/20/2015,20,9,2015
26714,26731,26731,3773742,425821,-21.73882103,-55.60972595,1758.82044,9/20/2015,20,9,2015
26715,26732,26732,3773743,425822,-22.16325378,-53.05653763,1750.140661,9/20/2015,20,9,2015
26735,26752,26752,3776011,428090,-19.68049431,-58.06009293,1786.213304,9/21/2015,21,9,2015
26773,26790,26790,3780449,432528,-19.66722488,-52.48137665,1769.896979,9/23/2015,23,9,2015
26774,26791,26791,3780450,432529,-19.66287804,-52.48202133,1763.243201,9/23/2015,23,9,2015
26775,26792,26792,3780451,432530,-19.65773201,-52.48260498,1768.640571,9/23/2015,23,9,2015
26776,26793,26793,3780452,432531,-19.24836159,-54.99827194,1773.542336,9/23/2015,23,9,2015
26777,26794,26794,3780453,432532,-19.24611473,-54.99953842,1772.298104,9/23/2015,23,9,2015
26778,26795,26795,3780454,432533,-19.24169159,-55.0009079,1787.449258,9/23/2015,23,9,2015
26779,26796,26796,3780455,432534,-21.78173065,-55.62031174,1776.749826,9/23/2015,23,9,2015
26780,26797,26797,3780456,432535,-21.77902794,-55.62028885,1784.804789,9/23/2015,23,9,2015
26781,26798,26798,3780457,432536,-21.77572823,-55.62034988,1782.671886,9/23/2015,23,9,2015
26782,26799,26799,3780458,432537,-22.18623924,-53.06344604,1768.074627,9/23/2015,23,9,2015
26783,26800,26800,3780459,432538,-22.18242645,-53.06324768,1758.569164,9/23/2015,23,9,2015
26784,26801,26801,3780460,432539,-22.17564583,-53.06341553,1762.628644,9/23/2015,23,9,2015
26827,26844,26844,3791011,443090,-19.52873611,-55.06815338,1780.30808,9/29/2015,29,9,2015
26828,26845,26845,3791012,443091,-19.5238266,-55.06887436,1774.615972,9/29/2015,29,9,2015
